Booking No,Ticket Type,Ticket Count,Ticket Amount,Processing Fee,Ticket Fee,Platform Fee,Agent Fee,Discount Amount,Grand Total,Payment Status,Booking Status,Event Name,Organizer,Venue,Created Date,Stripe Revenue,Eventox Revenue,Organizer Revenue,Refund Amount,Actions,Year,Month,Day,Weekday,Net Revenue,Revenue Per Ticket,Total Fees,Fee Percentage,Refund Flag,Discount Used,Booking Size,Revenue Category
EV1756291861957Z6PX5Q,General Admission,4,80.0,2.16,2.0,0,0,0.0,84.16,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-27 10:51:01.989000+00:00,2.57,1.59,80.0,0.0,,2025,8,27,Wednesday,84.16,21.04,4.16,4.942965779467682,0,0,Medium,High
EV17562927567033ETNNJ,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-27 11:05:56.723000+00:00,1.06,-0.03,27.0,0.0,,2025,8,27,Wednesday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV17562935830510NL4UV,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-27 11:19:43.081000+00:00,1.06,-0.03,27.0,0.0,,2025,8,27,Wednesday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV17562959501486SP0Z8,Onam Students Ticket,2,54.0,1.46,0.6,0,0,0.0,56.06,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-27 11:59:10.172000+00:00,1.81,0.25,54.0,0.0,,2025,8,27,Wednesday,56.06,28.03,2.06,3.674634320371031,0,0,Small,Medium
EV1756298166133O328HU,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-27 12:36:06.157000+00:00,1.06,-0.03,27.0,0.0,,2025,8,27,Wednesday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV175629841879838VO15,Onam Students Ticket,3,81.0,2.19,0.8999999999999999,0,0,0.0,84.09,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-27 12:40:18.823000+00:00,2.57,0.52,81.0,0.0,,2025,8,27,Wednesday,84.09,28.03,3.09,3.6746343203710308,0,0,Medium,High
EV1756320195641FXBGFC,General Admission,2,50.0,1.35,1.0,0,0,0.0,52.35,expired,expired,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-27 18:43:15.677000+00:00,1.71,0.64,50.0,0.0,,2025,8,27,Wednesday,52.35,26.175,2.35,4.48901623686724,0,0,Small,Medium
EV175632021559413YLE2,General Admission,2,50.0,1.35,1.0,0,0,0.0,52.35,expired,expired,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-27 18:43:35.598000+00:00,1.71,0.64,50.0,0.0,,2025,8,27,Wednesday,52.35,26.175,2.35,4.48901623686724,0,0,Small,Medium
EV17563203803826MRL2X,General Admission,2,50.0,1.35,1.0,0,0,0.0,52.35,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-27 18:46:20.388000+00:00,1.71,0.64,50.0,0.0,,2025,8,27,Wednesday,52.35,26.175,2.35,4.48901623686724,0,0,Small,Medium
EV1756320872205FE1CJM,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-27 18:54:32.238000+00:00,1.06,-0.03,27.0,0.0,,2025,8,27,Wednesday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756323768616AGXUWZ,General Admission,1,25.0,0.68,0.5,0,0,0.0,26.18,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-27 19:42:48.624000+00:00,1.01,0.17,25.0,0.0,,2025,8,27,Wednesday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV1756328419723O8QEG3,General Admission,4,80.0,2.16,2.0,0,0,0.0,84.16,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-27 21:00:19.735000+00:00,2.57,1.59,80.0,0.0,,2025,8,27,Wednesday,84.16,21.04,4.16,4.942965779467682,0,0,Medium,High
EV1756328629775EFADWA,General Admission,4,50.0,1.35,2.0,0,0,0.0,53.35,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-27 21:03:49.779000+00:00,1.74,1.61,50.0,0.0,,2025,8,27,Wednesday,53.35,13.3375,3.35,6.279287722586692,0,0,Medium,Medium
EV1756329059613VNFOHP,General Admission,4,80.0,2.16,2.0,0,0,0.0,84.16,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-27 21:10:59.648000+00:00,2.57,1.59,80.0,0.0,,2025,8,27,Wednesday,84.16,21.04,4.16,4.942965779467682,0,0,Medium,High
EV175632955055279PKAN,General Admission,4,65.0,1.76,2.0,0,0,0.0,68.76,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-27 21:19:10.560000+00:00,2.16,1.6,65.0,0.0,,2025,8,27,Wednesday,68.76,17.19,3.76,5.468295520651541,0,0,Medium,High
EV1756329829398KCLYOG,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-27 21:23:49.426000+00:00,1.06,-0.03,27.0,0.0,,2025,8,27,Wednesday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756330301389RQ7P56,General Admission,2,50.0,1.35,1.0,0,0,0.0,52.35,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-27 21:31:41.415000+00:00,1.71,0.64,50.0,0.0,,2025,8,27,Wednesday,52.35,26.175,2.35,4.48901623686724,0,0,Small,Medium
EV1756331588181W7Z5MP,General Admission,1,25.0,0.68,0.5,0,0,0.0,26.18,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-27 21:53:08.193000+00:00,1.01,0.17,25.0,0.0,,2025,8,27,Wednesday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV175633383209508Y4RP,General Admission,3,50.0,1.35,1.5,0,0,0.0,52.85,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-27 22:30:32.126000+00:00,1.73,1.12,50.0,0.0,,2025,8,27,Wednesday,52.85,17.616666666666667,2.85,5.392620624408704,0,0,Medium,Medium
EV1756335790237GPKUER,General Admission,4,80.0,2.16,2.0,0,0,0.0,84.16,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-27 23:03:10.267000+00:00,2.57,1.59,80.0,0.0,,2025,8,27,Wednesday,84.16,21.04,4.16,4.942965779467682,0,0,Medium,High
EV1756336485092PBCI8F,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-27 23:14:45.103000+00:00,1.06,-0.03,27.0,0.0,,2025,8,27,Wednesday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756336671526VGAZYQ,Onam Students Ticket,2,54.0,1.46,0.6,0,0,0.0,56.06,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-27 23:17:51.530000+00:00,1.81,0.25,54.0,0.0,,2025,8,27,Wednesday,56.06,28.03,2.06,3.674634320371031,0,0,Small,Medium
EV1756338035079MYPX7M,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-27 23:40:35.114000+00:00,1.06,-0.03,27.0,0.0,,2025,8,27,Wednesday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756341024051K9G9AG,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,expired,expired,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 00:30:24.091000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756341649357ROICZ7,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 00:40:49.379000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756341665600MTC9KI,General Admission,1,25.0,0.68,0.5,0,0,0.0,26.18,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 00:41:05.606000+00:00,1.01,0.17,25.0,0.0,,2025,8,28,Thursday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV1756341807475VZCPPS,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 00:43:27.507000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756342142744TTVREB,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 00:49:02.770000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756342403838SLAC0L,General Admission,1,25.0,0.68,0.5,0,0,0.0,26.18,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 00:53:23.867000+00:00,1.01,0.17,25.0,0.0,,2025,8,28,Thursday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV1756346543030WODY5K,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 02:02:23.075000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756347040950ZN07RP,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,expired,expired,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 02:10:40.986000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756347161273OHZCJA,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 02:12:41.301000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756347384151VXKRU5,Onam Students Ticket,2,54.0,1.46,0.6,0,0,0.0,56.06,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 02:16:24.174000+00:00,1.81,0.25,54.0,0.0,,2025,8,28,Thursday,56.06,28.03,2.06,3.674634320371031,0,0,Small,Medium
EV1756347621852TWUDYQ,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 02:20:21.885000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV17563493490681A5QTO,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,expired,expired,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 02:49:09.106000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756349942859YO5BQQ,General Admission,2,50.0,1.35,1.0,0,0,0.0,52.35,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 02:59:02.867000+00:00,1.71,0.64,50.0,0.0,,2025,8,28,Thursday,52.35,26.175,2.35,4.48901623686724,0,0,Small,Medium
EV1756350494740F77ILF,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 03:08:14.766000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756350777510ZSV1HG,General Admission,2,50.0,1.35,1.0,0,0,0.0,52.35,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 03:12:57.539000+00:00,1.71,0.64,50.0,0.0,,2025,8,28,Thursday,52.35,26.175,2.35,4.48901623686724,0,0,Small,Medium
EV1756351784857FSZT5X,General Admission,1,25.0,0.68,0.5,0,0,0.0,26.18,expired,expired,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 03:29:44.885000+00:00,1.01,0.17,25.0,0.0,,2025,8,28,Thursday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV1756352372322CQN1EW,Onam Students Ticket,2,54.0,1.46,0.6,0,0,0.0,56.06,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 03:39:32.349000+00:00,1.81,0.25,54.0,0.0,,2025,8,28,Thursday,56.06,28.03,2.06,3.674634320371031,0,0,Small,Medium
EV1756353017618BBY1FH,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 03:50:17.629000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756353136054DSHO0S,General Admission,3,65.0,1.76,1.5,0,0,0.0,68.26,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 03:52:16.064000+00:00,2.14,1.12,65.0,0.0,,2025,8,28,Thursday,68.26,22.753333333333334,3.26,4.775857017286843,0,0,Medium,High
EV175635326146349UC8L,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 03:54:21.491000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV17563536577399UIAE1,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 04:00:57.747000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756353761574LS7CCA,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 04:02:41.600000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756353845757HG9LYM,Onam Students Ticket,2,54.0,1.46,0.6,0,0,0.0,56.06,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 04:04:05.764000+00:00,1.81,0.25,54.0,0.0,,2025,8,28,Thursday,56.06,28.03,2.06,3.674634320371031,0,0,Small,Medium
EV1756353927453AHM184,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 04:05:27.470000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV17563540734143IIHMV,General Admission,2,50.0,1.35,1.0,0,0,0.0,52.35,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 04:07:53.443000+00:00,1.71,0.64,50.0,0.0,,2025,8,28,Thursday,52.35,26.175,2.35,4.48901623686724,0,0,Small,Medium
EV1756354900627UVHJ8A,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,expired,expired,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 04:21:40.664000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756354946872NQZ150,Onam Students Ticket,2,54.0,1.46,0.6,0,0,0.0,56.06,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 04:22:26.899000+00:00,1.81,0.25,54.0,0.0,,2025,8,28,Thursday,56.06,28.03,2.06,3.674634320371031,0,0,Small,Medium
EV17563564788425R60AC,General Admission,2,50.0,1.35,1.0,0,0,0.0,52.35,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 04:47:58.883000+00:00,1.71,0.64,50.0,0.0,,2025,8,28,Thursday,52.35,26.175,2.35,4.48901623686724,0,0,Small,Medium
EV1756356795429A5YSW7,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 04:53:15.454000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756357089692XREUEA,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 04:58:09.736000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756357441023SGNS2Q,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 05:04:01.041000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV175635795214733ABDM,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 05:12:32.185000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756357977136IB2GUK,General Admission,2,50.0,1.35,1.0,0,0,0.0,52.35,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 05:12:57.167000+00:00,1.71,0.64,50.0,0.0,,2025,8,28,Thursday,52.35,26.175,2.35,4.48901623686724,0,0,Small,Medium
EV1756358464641JSCL0C,General Admission,1,25.0,0.68,0.5,0,0,0.0,26.18,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 05:21:04.649000+00:00,1.01,0.17,25.0,0.0,,2025,8,28,Thursday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV17563592559090257UO,General Admission,2,25.0,0.68,1.0,0,0,0.0,26.68,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 05:34:15.921000+00:00,1.02,0.66,25.0,0.0,,2025,8,28,Thursday,26.68,13.34,1.6800000000000002,6.296851574212894,0,0,Small,Low
EV175635926938884N2DX,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 05:34:29.419000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV17563594007416OA9AH,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 05:36:40.774000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756359429411FKD2Y7,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 05:37:09.445000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756361186588O1MHZE,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 06:06:26.617000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756361326203NAIBE1,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 06:08:46.234000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756361463753WY3V6F,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,expired,expired,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 06:11:03.762000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756361550844PKHC9K,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 06:12:30.865000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756361769290XTTYCY,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,expired,expired,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 06:16:09.321000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756361831397XCKF0C,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 06:17:11.422000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756361846488LG2DUS,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 06:17:26.508000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756362019519AC4H9W,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 06:20:19.540000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756362319477RPYBU4,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 06:25:19.507000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV17563626864621Y2UUT,General Admission,2,50.0,1.35,1.0,0,0,0.0,52.35,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 06:31:26.466000+00:00,1.71,0.64,50.0,0.0,,2025,8,28,Thursday,52.35,26.175,2.35,4.48901623686724,0,0,Small,Medium
EV1756362905923OLF4O2,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,expired,expired,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 06:35:05.930000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756363636865SCFRF1,General Admission,3,50.0,1.35,1.5,0,0,0.0,52.85,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 06:47:16.872000+00:00,1.73,1.12,50.0,0.0,,2025,8,28,Thursday,52.85,17.616666666666667,2.85,5.392620624408704,0,0,Medium,Medium
EV17563638916930H4ICX,General Admission,1,25.0,0.68,0.5,0,0,0.0,26.18,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 06:51:31.704000+00:00,1.01,0.17,25.0,0.0,,2025,8,28,Thursday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV1756364006339H2SXFV,Kids below 7,3,50.0,1.35,1.5,0,0,0.0,52.85,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 06:53:26.348000+00:00,1.73,1.12,50.0,0.0,,2025,8,28,Thursday,52.85,17.616666666666667,2.85,5.392620624408704,0,0,Medium,Medium
EV1756364881806Y3GZML,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 07:08:01.830000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV175636490482793WDF6,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 07:08:24.855000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756365026408CA01AW,General Admission,1,25.0,0.68,0.5,0,0,0.0,26.18,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 07:10:26.414000+00:00,1.01,0.17,25.0,0.0,,2025,8,28,Thursday,26.18,26.18,1.1800000000000002,4.507257448433919,0,0,Small,Low
EV1756365762691FYLG2W,General Admission,2,50.0,1.35,1.0,0,0,0.0,52.35,paid,confirmed,ROTORUA PONNONAM 2025,United Rotorua Malayalees,,2025-08-28 07:22:42.722000+00:00,1.71,0.64,50.0,0.0,,2025,8,28,Thursday,52.35,26.175,2.35,4.48901623686724,0,0,Small,Medium
EV1756366099671688KM2,Onam Students Ticket,3,81.0,2.19,0.8999999999999999,0,0,0.0,84.09,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 07:28:19.701000+00:00,2.57,0.52,81.0,0.0,,2025,8,28,Thursday,84.09,28.03,3.09,3.6746343203710308,0,0,Medium,High
EV17563667626950TSBEJ,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,Unknown,Unknown,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 07:39:22.704000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV175636688902665WW15,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 07:41:29.038000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
EV1756366908126NURPA2,Onam Students Ticket,1,27.0,0.73,0.3,0,0,0.0,28.03,paid,confirmed,Padakalam 2025 - Onam Celebration,Wintec Malayalees,,2025-08-28 07:41:48.145000+00:00,1.06,-0.03,27.0,0.0,,2025,8,28,Thursday,28.03,28.03,1.03,3.674634320371031,0,0,Small,Low
